id,title,price,mileage,highlight,overview
25316984.0,2019 Nissan Frontier S,"$23,998*",14K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Mileage
Under 20,000 Miles | The Basics
Rear View Camera, Bluetooth Technology, Tow Hitch, Cloth Seats, Cruise Control","17 city/22 hwy | 4-cyl, Gas, 2.5L | Rear Wheel Drive | Automatic | 6 ft | Red/Gray |  | "
24915740.0,2020 BMW 330 I,"$26,998*",42K miles,"Well-Equipped
Navigation System, Sunroof(s), Apple CarPlay, Lane Departure Warning, Parking Sensors | Manufacturer Warranty
Balance of 4 Years or 50,000 Miles may apply. See store for details Learn More | Fuel Efficient
26 City / 36 Hwy","26 city/36 hwy | 4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | White/Black |  | "
24915448.0,2019 Volkswagen Atlas SEL Premium,"$25,998*",77K miles,"Single Owner
Reported by AutoCheck® View History Report | Loaded
Panoramic Sunroof, Third Row Seat, A/C Seat(s), Automated Cruise Control, 4WD/AWD | Premium Audio
Fender Audio","17 city/23 hwy | 6-cyl, Gas, 3.6L | All Wheel Drive | Automatic | Blue/Black |  | "
25459305.0,2021 Nissan Rogue SV,"$24,998*",26K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Automated Cruise Control, Lane Departure Warning, Parking Sensors, Blind Spot Monitor, Rear View Camera","26 city/34 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Black/Gray |  | "
25306596.0,2023 Toyota 4Runner TRD Off Road Premium,"$41,998*",20K miles,,"6-cyl, Gas, 4.0L | Four Wheel Drive | Automatic | Silver/Black |  | "
24474481.0,2018 Nissan Rogue SV,Price unavailable*,51K miles,,"26 city/33 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Gray/Gray |  | "
25221615.0,2022 Mercedes-Benz GLC300,"$36,998*",29K miles,,"4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | Gray/Red |  | "
24915465.0,2021 Nissan Frontier SV,"$24,998*",40K miles,,"18 city/24 hwy | 6-cyl, Gas, 3.8L | Rear Wheel Drive | Automatic | 4.5 ft | Black/Gray |  | "
24934404.0,2020 BMW X5 xDrive40i,"$39,998*",37K miles,,"20 city/26 hwy | 6-cyl, Turbo Gas, 3.0L | All Wheel Drive | Automatic | Blue/Cream | None | "
24912266.0,2022 Toyota Camry SE,"$22,998*",46K miles,,"28 city | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Silver/Black |  | "
24759737.0,2019 Ram 1500 Bighorn,"$30,998*",74K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Well-Equipped
4WD/AWD, Navigation System, Parking Sensors, Rear View Camera, Bluetooth Technology","15 city/22 hwy | 8-cyl, Gas, 5.7L | Four Wheel Drive | Automatic | 5.5 ft | Gray/Black | None | "
25306659.0,2023 Toyota Corolla LE,Price unavailable*,20K miles,,"4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
25052480.0,2019 Toyota 4Runner TRD Pro,"$46,998*",43K miles,,"17 city/20 hwy | 6-cyl, Gas, 4.0L | Four Wheel Drive | Automatic | Black/Black |  | "
24600617.0,2019 Toyota Camry SE,"$22,998*",61K miles,,"28 city/39 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Gray |  | "
24678585.0,2013 Honda Civic LX,"$11,599*",121K miles,,"28 city/39 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | Black/Taupe |  | "
24964165.0,2021 Lexus GX 460 Premium,"$41,998*",40K miles,,"15 city/19 hwy | 8-cyl, Gas, 4.6L | Four Wheel Drive | Automatic | Gray/Black |  | "
25515745.0,2016 Subaru Forester 2.5I Limited,"$22,998*",32K miles,,"24 city/32 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Silver/Gray |  | "
25306402.0,2022 Nissan Altima S,"$19,998*",24K miles,,"28 city/39 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Silver/Black |  | "
25585973.0,2023 Toyota Camry LE,"$25,998*",15K miles,,"4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Black |  | "
25269109.0,2019 Mazda MX-5 Miata Club,Price unavailable*,12K miles,,"26 city/34 hwy | 4-cyl, Gas, 2.0L | Rear Wheel Drive | Manual 6 Speed | Gray/Black |  | "
25401119.0,2018 Toyota Corolla SE,"$19,998*",34K miles,,"28 city/35 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | Pearl/Black |  | "
25051947.0,2019 Toyota Corolla LE,Price unavailable*,32K miles,,"28 city/36 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | White/Black |  | "
25371935.0,2020 Buick Enclave Essence,"$26,998*",25K miles,,"18 city/26 hwy | 6-cyl, Gas, 3.6L | Front Wheel Drive | Automatic | Black/Black |  | "
25306427.0,2018 Ford Edge SEL,"$18,998*",40K miles,,"20 city/29 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Black/Black |  | "
25545054.0,2020 Jeep Wrangler Rubicon,Price unavailable*,24K miles,,"17 city/25 hwy | 4-cyl, Turbo Gas, 2.0L | Automatic | Gray/Black |  | "
24971260.0,2016 Ford Fusion SE,Price unavailable*,57K miles,,"22 city/34 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Gray/Tan |  | "
24825895.0,2016 Chevrolet Cruze LS,Price unavailable*,92K miles,,"30 city/42 hwy | 4-cyl, Turbo Gas, 1.4L | Front Wheel Drive | Automatic | Black/Gray |  | "
24486366.0,2020 Honda Civic LX,"$20,998*",48K miles,,"30 city/38 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Silver/Black |  | "
25397911.0,2019 Volkswagen Tiguan SE,"$21,998*",48K miles,,"21 city/29 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Black |  | "
25268638.0,2015 Jeep Compass High Altitude,"$13,998*",91K miles,,"21 city/27 hwy | 4-cyl, Gas, 2.4L | Four Wheel Drive | Automatic | Burgundy/Black |  | "
24818718.0,2019 Mitsubishi Outlander ES,"$19,998*",43K miles,,"25 city/30 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Blue/Black |  | "
25344556.0,2017 Honda Accord LX,"$18,998*",72K miles,,"27 city/36 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Silver/Gray |  | "
24994008.0,2015 Hyundai Genesis,"$16,998*",79K miles,,"16 city/24 hwy | 6-cyl, Gas, 3.8L | Rear Wheel Drive | Manual 6 Speed | Red/Black |  | "
25051018.0,2019 Ford Taurus Limited,"$19,998*",50K miles,,"18 city/26 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Silver/Black |  | "
24687075.0,2022 Volkswagen Tiguan S,"$25,998*",18K miles,,"23 city/30 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
25485975.0,2022 Toyota Prius Prime Hybrid LE,Price unavailable*,29K miles,,"4-cyl, Plug-in Hybrid, 1.8L | Front Wheel Drive | Automatic | White/Black |  | "
25210997.0,2022 BMW Z4 sDrive30i,"$41,998*",26K miles,,"4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | White/Black |  | "
24912949.0,2020 Hyundai Santa Fe SEL,Price unavailable*,47K miles,,"21 city/27 hwy | 4-cyl, Gas, 2.4L | All Wheel Drive | Automatic | Gray/Black |  | "
25079103.0,2016 Hyundai Tucson ECO,Price unavailable*,124K miles,,"26 city/33 hwy | 4-cyl, Turbo Gas, 1.6L | Front Wheel Drive | Automatic | Brown/Gray |  | "
25306421.0,2022 Nissan Altima S,"$19,998*",37K miles,,"28 city/39 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Black |  | "
25316405.0,2023 Tesla Model 3,Price unavailable*,13K miles,,Electric | Rear Wheel Drive | Automatic | White/Black |  | 
25306417.0,2022 Ram 1500 Bighorn,"$37,998*",13K miles,,"8-cyl, Gas, 5.7L | Four Wheel Drive | Automatic | White/Black |  | "
25493217.0,2018 Mazda Mazda3 Sport,"$17,998*",46K miles,,"28 city/38 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Manual 5 Speed | Gray/Black |  | "
25351765.0,2019 BMW X3 XDrive30i,"$26,998*",35K miles,,"22 city/29 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Black/Black |  | "
24686963.0,2020 Honda Accord LX,"$24,998*",34K miles,,"30 city/38 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | Black/Black |  | "
25268737.0,2017 Kia Niro Touring,"$17,998*",86K miles,,"46 city/40 hwy | 4-cyl, Hybrid, 1.6L | Front Wheel Drive | Automatic | Black/Black |  | "
24985469.0,2018 Mercedes-Benz GLE350,"$25,998*",42K miles,,"18 city/23 hwy | 6-cyl, Gas, 3.5L | Rear Wheel Drive | Automatic | Gray/Tan |  | "
25383953.0,2023 BMW X5 xDrive40i,"$44,998*",43K miles,,"6-cyl, Turbo Gas, 3.0L | All Wheel Drive | Automatic | White/Black |  | "
25306393.0,2022 Ram 1500 Bighorn,"$37,998*",14K miles,,"8-cyl, Gas, 5.7L | Four Wheel Drive | Automatic | White/Gray |  | "
25562558.0,2020 Hyundai Santa Fe SEL,Price unavailable*,45K miles,,"22 city/29 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Gray/Black |  | "
24475228.0,2014 Subaru Outback 3.6R Limited,"$14,998*",117K miles,,"17 city/25 hwy | 6-cyl, Gas, 3.6L | All Wheel Drive | Automatic | Gold/Tan |  | "
25223297.0,2018 Dodge Durango SRT,Price unavailable*,27K miles,,"13 city/19 hwy | 8-cyl, Gas, 6.4L | All Wheel Drive | Automatic | White/Red |  | "
25276461.0,2016 Chrysler Town and Country Touring,Price unavailable*,87K miles,,"17 city/25 hwy | 6-cyl, Gas, 3.6L | Front Wheel Drive | Automatic | White/Black |  | "
25079662.0,2014 Ford Fiesta SE,"$12,998*",51K miles,,"28 city/36 hwy | 4-cyl, Gas, 1.6L | Automatic | Black/Black |  | "
24284823.0,2014 Kia Forte EX,Price unavailable*,90K miles,,"24 city/36 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | White/Gray |  | "
25268738.0,2014 Ford Mustang,Price unavailable*,98K miles,,"19 city/29 hwy | 6-cyl, Gas, 3.7L | Automatic | Red/Black |  | "
25515866.0,2022 Nissan Altima SR,"$25,998*",9K miles,,"25 city/35 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Black/Black |  | "
25268289.0,2019 Dodge Challenger GT,"$23,998*",55K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Well-Equipped
Navigation System, Apple CarPlay, Parking Sensors, Rear View Camera, Remote Start","19 city/30 hwy | 6-cyl, Gas, 3.6L | Rear Wheel Drive | Automatic | White/Black |  | "
25398237.0,2019 Audi SQ5 Premium Plus,"$31,998*",49K miles,,"19 city/24 hwy | 6-cyl, Turbo Gas, 3.0L | All Wheel Drive | Automatic | Blue/Black |  | "
25398159.0,2018 Audi Q5 Premium Plus,"$26,998*",41K miles,,"23 city/27 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Brown |  | "
24964199.0,2017 Nissan Sentra S,"$14,998*",49K miles,,"27 city/35 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Manual 5 Speed | White/Black |  | "
24911974.0,2018 Mazda Mazda3 Sport,"$15,998*",79K miles,,"28 city/37 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Silver/Black |  | "
25276509.0,2014 Mercedes-Benz C250 Sport,Price unavailable*,64K miles,,"22 city/31 hwy | 4-cyl, Turbo Gas, 1.8L | Rear Wheel Drive | Automatic | White/Tan |  | "
24999052.0,2017 Lexus GX 460,"$33,998*",62K miles,,"15 city/18 hwy | 8-cyl, Gas, 4.6L | Four Wheel Drive | Automatic | White/Brown |  | "
25215515.0,2018 Audi Q5 Premium Plus,"$27,998*",48K miles,,"23 city/27 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Brown |  | "
25471722.0,2020 Volkswagen Tiguan S,"$19,998*",26K miles,,"22 city/29 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Black/Black |  | "
25268039.0,2016 Chevrolet Silverado 1500 Work Truck,"$20,998*",117K miles,,"18 city/24 hwy | 6-cyl, Gas, 4.3L | Rear Wheel Drive | Automatic | 6.5 ft | White/Gray |  | "
24283616.0,2016 Jeep Cherokee Latitude,"$16,998*",65K miles,,"21 city/28 hwy | 4-cyl, Gas, 2.4L | Four Wheel Drive | Automatic | Silver/Black |  | "
24862196.0,2020 Land Rover Discovery Sport S,"$25,998*",41K miles,,"20 city/27 hwy | 4-cyl, Turbo Gas, 2.0L | Four Wheel Drive | Automatic | White/Black |  | "
25268927.0,2018 Honda Accord Sport,"$26,998*",30K miles,,"22 city/32 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Red/Black |  | "
25515966.0,2018 Honda Civic SI,Price unavailable*,41K miles,,"28 city/38 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Manual 5 Speed | Gray/Black |  | "
24733550.0,2017 Hyundai Elantra SE,Price unavailable*,51K miles,,"29 city/38 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gold/Tan |  | "
25215397.0,2015 Ford F150 XLT,Price unavailable*,71K miles,,"18 city | 6-cyl, Turbo Gas, 2.7L | Four Wheel Drive | Automatic | White/Gray |  | "
25351685.0,2022 Nissan Altima SV,Price unavailable*,43K miles,,"27 city/37 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Silver/Black |  | "
25485763.0,2021 BMW X5 xDrive40i,"$42,998*",39K miles,,"6-cyl, Turbo Gas, 3.0L | All Wheel Drive | Automatic | White/Brown |  | "
24759610.0,2019 Subaru Ascent Premium,Price unavailable*,54K miles,,"21 city/27 hwy | 4-cyl, Turbo Gas, 2.4L | All Wheel Drive | Automatic | Brown/Black |  | "
24955288.0,2020 Kia Optima LX,Price unavailable*,46K miles,,"25 city/35 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Purple/Black |  | "
25276158.0,2014 Jeep Compass Sport,"$13,998*",88K miles,,"23 city/30 hwy | 4-cyl, Gas, 2.0L | Automatic | Gray/Black |  | "
25210978.0,2021 Audi Q5 Premium Plus,"$30,998*",34K miles,,"4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Silver/Black |  | "
24956859.0,2020 Acura MDX,"$30,998*",32K miles,,"20 city/27 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | White/Black |  | "
25305848.0,2021 Mercedes-Benz GLB250,Price unavailable*,40K miles,,"4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Black |  | "
24271467.0,2013 Nissan Altima SV,Price unavailable*,118K miles,,"27 city/38 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Silver/Black |  | "
24934925.0,2020 Hyundai Palisade Limited,"$33,998*",52K miles,,"19 city/24 hwy | 6-cyl, Gas, 3.8L | All Wheel Drive | Automatic | White/Tan |  | "
25306950.0,2015 Nissan Pathfinder S,Price unavailable*,61K miles,,"20 city/27 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Gray/Black |  | "
24759771.0,2017 Chevrolet Tahoe LT,"$29,998*",100K miles,,"16 city/22 hwy | 8-cyl, Gas, 5.3L | Four Wheel Drive | Automatic | Black/Black |  | "
25317338.0,2016 Chevrolet Spark EV LT,Price unavailable*,46K miles,,Electric | Front Wheel Drive | Automatic | White/Black |  | 
24686948.0,2022 Toyota Prius XLE,"$27,998*",20K miles,,"4-cyl, Hybrid, 1.8L | Front Wheel Drive | Automatic | White/Black |  | "
25010156.0,2012 Mazda Mazda3 I Touring,Price unavailable*,103K miles,,"24 city/33 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Blue/Black |  | "
25010810.0,2013 Honda Odyssey EX-L,"$19,998*",68K miles,,"18 city/27 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Burgundy/Gray |  | "
24284761.0,2012 Dodge Challenger SXT,Price unavailable*,88K miles,"Low Miles Per Year
Less than 9,000 miles per year | The Basics
Smart Key, Alloy Wheels, Rear Spoiler, Cloth Seats, Cruise Control | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 48 months Learn More","18 city/27 hwy | 6-cyl, Gas, 3.6L | Rear Wheel Drive | Automatic | Black/Black | None | "
24332762.0,2013 Ford Escape SE,Price unavailable*,128K miles,,"23 city/33 hwy | 4-cyl, Turbo Gas, 1.6L | Front Wheel Drive | Automatic | White/Black |  | "
24912478.0,2020 Kia Soul S,"$15,998*",70K miles,,"29 city/35 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
25305829.0,2013 Volkswagen Passat SE,"$11,599*",100K miles,,"22 city/31 hwy | 5-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Silver/Black |  | "
25078873.0,2012 Ford Explorer XLT,Price unavailable*,118K miles,,"17 city/23 hwy | 6-cyl, Gas, 3.5L | Four Wheel Drive | Automatic | Gray/Tan |  | "
25317216.0,2017 Hyundai Elantra Limited,"$17,998*",20K miles,,"29 city/38 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Red/Gray |  | "
24285188.0,2014 Nissan Altima S,"$11,599*",126K miles,,"27 city/38 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Tan |  | "
25040036.0,2015 Dodge Grand Caravan R/T,"$24,998*",13K miles,,"17 city/25 hwy | 6-cyl, Gas, 3.6L | Front Wheel Drive | Automatic | White/Black |  | "
25317073.0,2019 Honda Civic EX,"$23,998*",26K miles,,"31 city/40 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | Gray/Black |  | "
25052276.0,2018 BMW 330 I,"$22,998*",24K miles,,"24 city/34 hwy | 4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | Black/Black |  | "
25223685.0,2017 Nissan Titan PRO-4X,Price unavailable*,124K miles,,"15 city/20 hwy | 8-cyl, Gas, 5.6L | Four Wheel Drive | Automatic | 5.5 ft | Silver/Black |  | "
25306994.0,2013 Nissan Versa SV,"$9,998*",108K miles,,"31 city/40 hwy | 4-cyl, Gas, 1.6L | Front Wheel Drive | Automatic | Gray/Black |  | "
25052379.0,2019 Subaru Outback 2.5I Premium,Price unavailable*,55K miles,,"25 city/32 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Blue/Black |  | "
24172225.0,2014 Nissan Frontier S,Price unavailable*,77K miles,,"17 city/23 hwy | 4-cyl, Gas, 2.5L | Rear Wheel Drive | Automatic | 6 ft | Black/Gray |  | "
25509957.0,2020 Dodge Charger Scat Pack,Price unavailable*,26K miles,,"15 city/24 hwy | 8-cyl, Gas, 6.4L | Rear Wheel Drive | Automatic | Gray/Black |  | "
24817951.0,2019 Honda Odyssey EX-L,"$27,998*",52K miles,,"19 city/28 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Burgundy/Black |  | "
24285016.0,2020 Toyota C-HR LE,"$21,998*",33K miles,,"27 city/31 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Black/Black |  | "
24371675.0,2014 BMW 320 XI,Price unavailable*,69K miles,,"23 city/35 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Black/Black |  | "
24913092.0,2024 Toyota Camry LE,"$28,998*",7K miles,,"4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Black |  | "
25398007.0,2023 Toyota Camry SE,"$27,998*",10K miles,,"4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Black |  | "
25307391.0,2016 Audi A3 Premium,"$15,998*",86K miles,,"23 city/33 hwy | 4-cyl, Turbo Gas, 1.8L | Front Wheel Drive | Automatic | Silver/Black |  | "
25039580.0,2017 Ford Fusion SE,"$13,998*",108K miles,,"4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | Gray/Black |  | "
25306585.0,2013 Mini Cooper,Price unavailable*,51K miles,,"29 city/37 hwy | 4-cyl, Gas, 1.6L | Automatic | Gray/Black |  | "
24915634.0,2020 Hyundai Sonata SE,"$19,998*",39K miles,,"28 city/38 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Black/Gray |  | "
25398075.0,2015 Toyota RAV4 XLE,"$19,998*",72K miles,,"24 city/31 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Gray |  | "
25222935.0,2019 Tesla Model 3 Standard Range Plus,Price unavailable*,27K miles,,Electric | Rear Wheel Drive | Automatic | White/White |  | 
25078863.0,2019 Nissan Sentra SV,"$16,998*",44K miles,,"29 city/37 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | Gray/Black |  | "
24687171.0,2020 Tesla Model 3 Long Range,Price unavailable*,18K miles,,Electric | All Wheel Drive | Automatic | White/Black |  | 
25306080.0,2020 Volkswagen Golf TSI,"$20,998*",21K miles,,"4-cyl, Turbo Gas, 1.4L | Front Wheel Drive | Automatic | Black/Black |  | "
25486164.0,2021 Nissan Rogue SV,Price unavailable*,43K miles,,"25 city/32 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | White/Gray |  | "
25428773.0,2021 Audi Q7 Premium Plus,"$33,998*",56K miles,,"6-cyl, Turbo Gas, 3.0L | All Wheel Drive | Automatic | White/Black |  | "
24760311.0,2016 Toyota Sienna LE,"$26,998*",23K miles,,"18 city/25 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | White/Gray |  | "
25397912.0,2015 Kia Soul +,"$12,998*",86K miles,"New Tires
Replaced 4 tires to meet our standards | Well-Equipped
Rear View Camera, Bluetooth Technology, Alloy Wheels, Cloth Seats, Cruise Control | Optional MaxCare® plan
Coverage up to 150000 odometer miles or 48 months Learn More","23 city/31 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Red/Black |  | "
25224206.0,2012 Honda Ridgeline RTL,"$19,998*",104K miles,,"15 city/21 hwy | 6-cyl, Gas, 3.5L | Four Wheel Drive | Automatic | Black/Black |  | "
25486453.0,2022 Jeep Wrangler Willy's,"$36,998*",14K miles,,"4-cyl, Turbo Gas, 2.0L | Automatic | White/Black |  | "
24963433.0,2013 Dodge Challenger SXT,Price unavailable*,93K miles,,"18 city/27 hwy | 6-cyl, Gas, 3.6L | Rear Wheel Drive | Automatic | Gray/Red |  | "
25317455.0,2021 Tesla Model 3 Long Range,Price unavailable*,52K miles,,Electric | All Wheel Drive | Automatic | Black/Black |  | 
25306682.0,2013 Dodge Dart Rallye,Price unavailable*,35K miles,,"27 city | 4-cyl, Turbo Gas, 1.4L | Front Wheel Drive | Manual 6 Speed | Yellow/Black |  | "
25040286.0,2021 Mazda CX-5 Touring,"$24,998*",36K miles,,"24 city/30 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Black/Black |  | "
24484501.0,2017 Infiniti QX70,"$19,998*",73K miles,,"17 city/24 hwy | 6-cyl, Gas, 3.7L | Rear Wheel Drive | Automatic | Black/Black |  | "
25079283.0,2018 Honda HR-V EX-L,"$20,998*",47K miles,,"28 city/34 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | Gray/Gray |  | "
25306297.0,2015 Mazda Mazda6 I Touring,"$13,599*",110K miles,,"26 city/38 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Blue/Cream |  | "
25317429.0,2022 Toyota Camry XSE,Price unavailable*,17K miles,,"32 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Silver/Red |  | "
25051997.0,2023 Subaru Crosstrek,"$28,998*",8K miles,,"28 city/33 hwy | 4-cyl, Gas, 2.0L | All Wheel Drive | Automatic | Silver/Black |  | "
25305912.0,2020 Honda Civic EX,Price unavailable*,6K miles,,"32 city/42 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | White/Black |  | "
25317542.0,2018 Buick Encore Preferred,"$17,998*",24K miles,,"25 city/33 hwy | 4-cyl, Turbo Gas, 1.4L | Front Wheel Drive | Automatic | Gray/Black |  | "
25306268.0,2016 Volkswagen Golf R,"$21,998*",81K miles,,"22 city/31 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Manual 6 Speed | Blue/Black |  | "
25010668.0,2015 Buick Encore,Price unavailable*,47K miles,,"25 city/33 hwy | 4-cyl, Turbo Gas, 1.4L | Front Wheel Drive | Automatic | White/Black |  | "
25010412.0,2014 Lexus ES 350,Price unavailable*,87K miles,,"21 city/31 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Black/Black |  | "
25515900.0,2019 Mazda CX-9 Sport,"$21,998*",51K miles,,"22 city/28 hwy | 4-cyl, Turbo Gas, 2.5L | Front Wheel Drive | Automatic | White/Black |  | "
24912868.0,2017 Ford Escape SE,"$13,998*",125K miles,,"23 city/30 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | Black/Gray |  | "
25039982.0,2017 Volvo XC60 T5 Inscription,"$19,998*",65K miles,,"23 city/31 hwy | 4-cyl, Turbo Gas, 2.0L | Front Wheel Drive | Automatic | Blue/Black |  | "
25276992.0,2023 Toyota Camry LE,Price unavailable*,5K miles,,"4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Black |  | "
25515802.0,2018 Chevrolet Suburban 1500 LT,"$32,998*",86K miles,,"15 city/22 hwy | 8-cyl, Gas, 5.3L | Four Wheel Drive | Automatic | White/Tan |  | "
23184510.0,2018 Tesla Model X 100D,"$49,998*",37K miles,,Electric | All Wheel Drive | Automatic | Silver/Black |  | 
25397630.0,2015 Toyota Sienna XLE,Price unavailable*,41K miles,,"18 city/25 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Red/Tan |  | "
25276265.0,2021 Mercedes-Benz A35 AMG,Price unavailable*,24K miles,,"4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Black |  | "
25515963.0,2017 Ford C-Max SE Energi,"$13,998*",69K miles,,"4-cyl, Plug-in Hybrid, 2.0L | Front Wheel Drive | Automatic | Black/Cream |  | "
25305828.0,2013 BMW 535 I,"$20,998*",58K miles,,"20 city/30 hwy | 6-cyl, Turbo Gas, 3.0L | Rear Wheel Drive | Automatic | White/Black |  | "
25516011.0,2021 Toyota Camry SE,"$21,998*",50K miles,,"4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Blue/Black |  | "
24762594.0,2013 Chevrolet Volt,"$11,998*",104K miles,,"35 city/40 hwy | 4-cyl, Plug-in Hybrid, 1.4L | Front Wheel Drive | Automatic | Silver/Blue |  | "
25010860.0,2014 Kia Forte EX,Price unavailable*,62K miles,,"24 city/36 hwy | 4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Silver/Gray |  | "
25307192.0,2021 Mercedes-Benz GLE350,"$43,998*",25K miles,,"19 city/26 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | White/Black |  | "
